Name,Comment,Time,Likes,Reply Count
꧁baba꧂ Vanjara,Opppppppppppppppppppp ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💗❤️💗❤️💗,2021-04-04T08:24:59Z,1,0
Salina tolagain,Ajjubhai op,2021-04-04T08:24:53Z,0,0
ff Chitranjan gamer,Op ajjubhai,2021-04-04T08:24:51Z,0,0
Welcome,OP OP bhai,2021-04-04T08:24:42Z,0,0
SUPS sonu's unique painting studio,Ajjubhai i will draw your imagery sketch🖌🤩🎨,2021-04-04T08:24:41Z,1,0
sudha,Aap Hindu ho,2021-04-04T08:24:34Z,1,0
SUPS sonu's unique painting studio,Ajjubhai reveal your face on you tube if u will not reveal we will start revolution🤩😂😄,2021-04-04T08:24:22Z,1,0
Abhaysinh Rathod,2520379822,2021-04-04T08:24:20Z,0,0
sagar kumar and sahil kumar,Date1415,2021-04-04T08:24:07Z,0,0
47 Gaming,Guys please aap 500 subscriber complete kr do,2021-04-04T08:24:06Z,1,0
Vikas Choudhary,new M14,2021-04-04T08:24:01Z,0,0
A2 Motivation Blog,How many boy+girl are watching the video।,2021-04-04T08:23:57Z,1,0
Meghnath Mahto,hi ajju bhai,2021-04-04T08:23:54Z,0,0
A2 Motivation Blog,How many boy+girl are watching the video।,2021-04-04T08:23:54Z,1,0
TECH CAFE,Guys abhi abhi 305 subscribers hue h🤩😲....ab jaldi se 400 karwado😍🤩,2021-04-04T08:23:36Z,6,0
TECH CAFE,Guys abhi abhi 305 subscribers hue h🤩😲....ab jaldi se 400 karwado😍🤩,2021-04-04T08:23:32Z,2,0
A2 Motivation Blog,"गर्मी के मौसम मै घर के बाहर , छत पर या बालकनी मै पक्षियों के लिए पानी जरुर रखना चाहिए। ताकि उन बेजुबान पक्षियों को भी पानी मिल सके",2021-04-04T08:23:30Z,8,0
Rathin Chandra,Op,2021-04-04T08:23:30Z,0,0
TECH CAFE,Guys abhi abhi 305 subscribers hue h🤩😲....ab jaldi se 400 karwado😍🤩,2021-04-04T08:23:28Z,2,0
bhabatosh biswas,Ajju Bhai Jinda bad,2021-04-04T08:23:27Z,0,0
A2 Motivation Blog,"गर्मी के मौसम मै घर के बाहर , छत पर या बालकनी मै पक्षियों के लिए पानी जरुर रखना चाहिए। ताकि उन बेजुबान पक्षियों को भी पानी मिल सके",2021-04-04T08:23:26Z,14,4
F_M_ GAMING,Just see my video,2021-04-04T08:23:23Z,0,0
SUPS sonu's unique painting studio,અજ્જુ ભાઈ હું અેક ચિત્રકાર છું અને તમારી રમત ની કલા ને ચિત્ર નું સ્વરુપ આપીશ😊🎨🖌🤩,2021-04-04T08:23:21Z,6,1
GAMING WITH GTA V,Ajjubhai tup op ho muje bi practice kar na I&#39;d tonystark_61,2021-04-04T08:23:14Z,0,0
bhabatosh biswas,Ajju Bhai Jinda bad,2021-04-04T08:23:09Z,0,0
Krishan Kumar,😭😂🙏 please give me chrono,2021-04-04T08:23:09Z,0,0
Md Mahtab,Ajju chutya,2021-04-04T08:22:58Z,0,0
bhabatosh biswas,Ajju Bhai Jinda bad,2021-04-04T08:22:55Z,0,0
Krishna Joshi,Team code batao,2021-04-04T08:22:53Z,1,0
P.laxkar P.laxkar,Op,2021-04-04T08:22:48Z,1,0
bhabatosh biswas,Ajju Bhai Jinda bad,2021-04-04T08:22:45Z,0,0
Tadka Gaming,Op,2021-04-04T08:22:38Z,0,0
bhabatosh biswas,Ajju Bhai Jinda bad,2021-04-04T08:22:37Z,0,0
prasenjit,HI,2021-04-04T08:22:34Z,1,0
Tadka Gaming,Op,2021-04-04T08:22:34Z,0,0
Tadka Gaming,Op,2021-04-04T08:22:29Z,0,0
MISS PRIYA KANWAR,Hello,2021-04-04T08:22:26Z,0,0
Tadka Gaming,Op,2021-04-04T08:22:25Z,0,0
bhabatosh biswas,Ajju Bhai Jinda bad,2021-04-04T08:22:25Z,0,0
Brother gamer,Hii,2021-04-04T08:22:24Z,0,0
Pintu Pusti,Hell bhai,2021-04-04T08:22:21Z,0,0
bhabatosh biswas,Ajju Bhai Jinda bad,2021-04-04T08:22:14Z,0,0
Krishna Joshi,My uid,2021-04-04T08:22:10Z,1,0
Mishra ji Gaming,Ajju bhai# op OP,2021-04-04T08:22:08Z,1,0
Shubham Ok8090,Op,2021-04-04T08:22:06Z,0,0
bhabatosh biswas,Ajju Bhai Jinda bad,2021-04-04T08:22:00Z,0,0
Divyesh Chauhan,Op,2021-04-04T08:21:51Z,0,0
THE Tsar,Yes RCB win,2021-04-04T08:21:49Z,0,0
Uday Pal,Ajju bhai mughe dj Aloke do my id :-sunny124453N,2021-04-04T08:21:47Z,0,0
Divyesh Chauhan,Op,2021-04-04T08:21:46Z,0,0
bhabatosh biswas,Ajju Bhai Jinda bad,2021-04-04T08:21:43Z,0,0
Divyesh Chauhan,Op,2021-04-04T08:21:41Z,0,0
Music king,tume tumhari mami ki kasam,2021-04-04T08:21:38Z,0,0
Divyesh Chauhan,Op,2021-04-04T08:21:36Z,0,0
SUPS sonu's unique painting studio,Ajjubhai i upload your favourite gun 😊🖌🎨🖌,2021-04-04T08:21:32Z,1,0
Divyesh Chauhan,Op,2021-04-04T08:21:32Z,0,0
bhabatosh biswas,Ajju Bhai Jinda bad,2021-04-04T08:21:30Z,0,0
Ml Yt,Csk,2021-04-04T08:21:28Z,0,0
Om Gupta,Ajju bhai girlfriend name is mansi,2021-04-04T08:21:22Z,0,0
bhabatosh biswas,Ajju Bhai Jinda bad,2021-04-04T08:21:20Z,0,0
Divyesh Chauhan,Op,2021-04-04T08:21:19Z,0,0
bhabatosh biswas,Ajju Bhai Jinda bad,2021-04-04T08:21:06Z,0,0
bhabatosh biswas,Ajju Bhai Jinda bad,2021-04-04T08:20:52Z,0,0
The Dream Catchers Official,Mania uniqe gf name tati,2021-04-04T08:20:37Z,0,0
ALPHA GAMING,Ajjubhai mere sath 1 v 1 karo <br />Dum hai toh,2021-04-04T08:20:36Z,0,0
Irfan Sayyad,आजा 1 v 1 कर ओकात कि बात कर,2021-04-04T08:20:34Z,1,0
bhabatosh biswas,Ajju Bhai Jinda bad,2021-04-04T08:20:34Z,0,0
musaib khan,Mota birat,2021-04-04T08:20:31Z,1,0
bhabatosh biswas,Ajju Bhai Jinda bad,2021-04-04T08:20:21Z,0,0
Someshwar borkar Someshwar borkar,Daymond kese kamate he batao,2021-04-04T08:20:15Z,0,0
Mukesh Bajaniya,Mare satha custom khloge,2021-04-04T08:20:08Z,0,0
Hunkboy Malik,Ajju bhai custom khelo,2021-04-04T08:20:06Z,0,0
mukesh nalwaya,Op,2021-04-04T08:20:04Z,1,0
Mandeep singh,ha ajju bhai mene to bhai bahut baar kara hai,2021-04-04T08:20:04Z,0,0
K n Mehta,Ajju bhai op op op,2021-04-04T08:19:59Z,0,0
Amit Bhai,&quot;Life is short thing&quot;<br />&quot;Girlfriend is nothing everything 😍 &quot;<br />Total gaming fans<br />👇👇👇👍👍,2021-04-04T08:19:53Z,31,9
bhabatosh biswas,Ajju Bhai mujhe Elite pass kar do.please,2021-04-04T08:19:53Z,0,0
Tejpal Singh,Op,2021-04-04T08:19:51Z,0,0
Lomash Sen,Ajjubhai kya aap mujhe 500 diomond de sakte hai kya mere pass ek bhi emote ya charector nahi hai mera id hai kartik834933 hai kya aap mujhe diomond de sakte hai,2021-04-04T08:19:48Z,1,0
Krishan Kumar,Mene her video me chrono manga hai,2021-04-04T08:19:46Z,0,0
akshay gemar,Mari I&#39;d pe top up kar do meri I&#39;d pe mines hi ge please 250 top up kar do,2021-04-04T08:19:37Z,0,0
Tejpal Singh,Hiii,2021-04-04T08:19:26Z,0,0
mukesh nalwaya,Nice game 🎮,2021-04-04T08:19:17Z,1,0
Selendr Soni,OP Ajju bhai,2021-04-04T08:19:14Z,1,0
Soma Rudra Paul,Hi,2021-04-04T08:19:12Z,0,0
black 87 ff,Op,2021-04-04T08:19:05Z,0,0
Krishan Kumar,Daimond dedo sir please chrono lena hai,2021-04-04T08:19:04Z,0,0
Rahul Gwal,OP,2021-04-04T08:18:59Z,1,0
Tejpal Singh,Hello ajjubhai,2021-04-04T08:18:58Z,0,0
Ajit Wadekar,I have Ajju bhai facecam vdo,2021-04-04T08:18:56Z,0,0
Monika Agarwal,Ajju bhai ko please DJ lock de do,2021-04-04T08:18:50Z,0,0
TG GAMING,Meri bhi RCB,2021-04-04T08:18:37Z,0,0
TG BOY,Op,2021-04-04T08:18:34Z,0,0
NADE ROCKEY,<b>Thanks for 1.30k</b><br /><b>Ab 1.40 karwado friends</b><br /><b>Love you all।.</b>,2021-04-04T08:18:25Z,20,2
NADE ROCKEY,<b>Thanks for 1.30k</b><br /><b>Ab 1.40 karwado friends</b><br /><b>Love you all।.</b>,2021-04-04T08:18:21Z,39,2
NADE ROCKEY,<b>Thanks for 1.30k</b><br /><b>Ab 1.40 karwado friends</b><br /><b>Love you all।.</b>,2021-04-04T08:18:17Z,14,1
Salman Samani,2267027401,2021-04-04T08:18:14Z,0,0
NADE ROCKEY,<b>Thanks for 1.30k</b><br /><b>Ab 1.40 karwado friends</b><br /><b>Love you all।.</b>,2021-04-04T08:18:13Z,0,0
Mini Moon FF,"I need permanent squad so, jisko mujhe join krna ho mujhe req. Bheje aur apna in game name btadena req bhejne se pehle<br />In game name :- ᴍᴍ ʟᴇɢᴇɴᴅ<br />Uid - 1681502918<br />Level- 55<br />League - heroic<br />Character - cr7<br />Contact me - 9988890225 (whatsapp no. H )<br />Anyone can join me above 55 level <br />:)",2021-04-04T08:18:12Z,0,0
md parwez,Only parwez ff,2021-04-04T08:18:10Z,0,0
Darsh Agarwal,Bunny mp40 free in one week ago,2021-04-04T08:18:10Z,1,0
Hero Bro,Oppp,2021-04-04T08:18:10Z,0,0
NADE ROCKEY,<b>Thanks for 1.30k</b><br /><b>Ab 1.40 karwado friends</b><br /><b>Love you all।.</b>,2021-04-04T08:18:09Z,25,1
Mini Moon FF,"I need permanent squad so, jisko mujhe join krna ho mujhe req. Bheje aur apna in game name btadena req bhejne se pehle<br />In game name :- ᴍᴍ ʟᴇɢᴇɴᴅ<br />Uid - 1681502918<br />Level- 55<br />League - heroic<br />Character - cr7<br />Contact me - 9988890225 (whatsapp no. H )<br />Anyone can join me above 55 level <br />:)",2021-04-04T08:18:03Z,0,0
Mini Moon FF,"I need permanent squad so, jisko mujhe join krna ho mujhe req. Bheje aur apna in game name btadena req bhejne se pehle<br />In game name :- ᴍᴍ ʟᴇɢᴇɴᴅ<br />Uid - 1681502918<br />Level- 55<br />League - heroic<br />Character - cr7<br />Contact me - 9988890225 (whatsapp no. H )<br />Anyone can join me above 55 level <br />:)",2021-04-04T08:17:58Z,0,0
Preeti Patwa,Total gaming pleas play omelga,2021-04-04T08:17:57Z,0,0
Jitendra BOSS,Ajju Bhai op,2021-04-04T08:17:56Z,2,0
High School Gamerz,"Guys, hamne 50 ka target poora kar diya😊 , ab 100 kara do please🙏 , you guys are amazing.",2021-04-04T08:17:46Z,5,1
Jaish Shah,Op ajjubhai,2021-04-04T08:17:38Z,0,0
Chadan Sunar,Single boy,2021-04-04T08:17:18Z,1,0
GAUTAM RAJWAR,AMUL : THE TASTE OF INDIA<br />COLGATE : THE PASTE OF INDIA<br /><b>TOTAL GAMING : BEST OF INDIA🤩</b>,2021-04-04T08:17:06Z,5,1
Mohamad Forhad,You are nice person,2021-04-04T08:17:03Z,1,0
Aniket And sagar,Op,2021-04-04T08:16:54Z,0,0
Noob Master,Ajjubhai next video is omangel,2021-04-04T08:16:52Z,1,0
Mahshar Faridi,Ajju bhai awm king,2021-04-04T08:16:41Z,0,0
Mohamad Forhad,Hi vai,2021-04-04T08:16:41Z,1,0
matra buildtech,Ajjubhai op op op,2021-04-04T08:16:27Z,0,0
Abhishek Yadav,Tutorial video baas 1 he deye aaaaap,2021-04-04T08:16:23Z,0,0
Dharmik Tank,Hiii,2021-04-04T08:16:15Z,0,0
md parwez,Op,2021-04-04T08:16:13Z,0,0
rudra sahoo,Ajju bahi mere sath coustom karoge please,2021-04-04T08:16:12Z,1,0
Dharmik Tank,Hii,2021-04-04T08:16:10Z,0,0
Dharmik Tank,Hi,2021-04-04T08:16:05Z,0,0
Bharati Patni,Op,2021-04-04T08:16:04Z,0,0
Kavy Mallick,❤💙,2021-04-04T08:16:03Z,1,0
AYAN FF YT GAMING,Diamond giveways chal raha ha,2021-04-04T08:15:55Z,0,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:15:52Z,0,0
1Ķ ŚÚβŚČŔĨβĔŔŚ ŴĨŤĤŐÚŤ ĂŃŶ VĨĎĔŐ ČĤĂĹĹĔŃĞĔ,Youtube: Life Changer&quot; <br />&quot;Tik Tok: gender Changer&quot; <br /> &quot;Dhoni: Game Changer&quot; <br /><b>&quot;Total gaming🔥😍: Mood Changer&quot;😇</b>,2021-04-04T08:15:50Z,6,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:15:47Z,0,0
Munna Basfore,Ajju Bhai aap ke saath mujhe ek game khelna hai,2021-04-04T08:15:46Z,1,0
GAUTAM RAJWAR,AMUL : THE TASTE OF INDIA<br />COLGATE : THE PASTE OF INDIA<br />TOTAL GAMING : BEST OF INDIA🤩,2021-04-04T08:15:46Z,0,0
play 4 Rush,Op,2021-04-04T08:15:44Z,0,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:15:42Z,0,0
Jayrus Jayam,Ajjubhai ka face revealed 🔥❤️,2021-04-04T08:15:38Z,3,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:15:36Z,0,0
Mahshar Faridi,Mota bhai red,2021-04-04T08:15:36Z,0,0
Hunkboy Malik,Chalo,2021-04-04T08:15:36Z,0,0
Abhishek Yadav,Yes bhai no lag,2021-04-04T08:15:35Z,0,0
jiana and meet,Op,2021-04-04T08:15:31Z,1,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:15:30Z,0,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:15:24Z,0,0
Surendra Ninam,Op,2021-04-04T08:15:23Z,0,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:15:18Z,0,0
Abhishek Yadav,Ajju bhai op,2021-04-04T08:15:14Z,1,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:15:11Z,0,0
Hunkboy Malik,Custom Ajju bhai,2021-04-04T08:15:09Z,0,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:15:04Z,0,0
Manas Deshmukh,Ajjubhai op op op,2021-04-04T08:15:02Z,0,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:14:59Z,0,0
Divyanshu Kaushik,Op bhai,2021-04-04T08:14:56Z,1,0
play 4 Rush,Nikalo,2021-04-04T08:14:55Z,0,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:14:53Z,0,0
Keshaba Bariha,Motabhai raid,2021-04-04T08:14:50Z,1,0
Manisha Yadav,Op,2021-04-04T08:14:48Z,1,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:14:47Z,0,0
Baban Kamble,ID HankAqs3535M DJ Aokl 🎁🎁🎁,2021-04-04T08:14:44Z,0,0
shivam kumar,Free diamond topup and paytem money,2021-04-04T08:14:44Z,0,0
Hunkboy Malik,Ajju bhai op op op op op,2021-04-04T08:14:42Z,0,0
Shivani Tripathi,Bhai apke awm ki sensitivity kitni h,2021-04-04T08:14:25Z,1,0
Dev gaming,Op,2021-04-04T08:14:23Z,0,0
Tina Prajapat,Nubda me tu Tere papa to b2k h,2021-04-04T08:14:23Z,0,0
samdani gamer,Op,2021-04-04T08:14:19Z,0,0
raj 2244,I love abd cricket i love ff ajjubhai 94,2021-04-04T08:14:15Z,0,0
krishna free fire,pagal,2021-04-04T08:14:14Z,0,0
Knight Gaming,Noobda,2021-04-04T08:14:10Z,0,0
36G GAMING,Ajju bhai plzz diamond dedo plzzz 940296924 plzz,2021-04-04T08:14:09Z,0,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:14:04Z,0,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:13:58Z,0,0
Khaniya singh Singh,OP,2021-04-04T08:13:58Z,0,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:13:52Z,0,0
TOTAL GAMING FAN,Me apka bahut big fan hu bro,2021-04-04T08:13:51Z,0,0
Dev gaming,# op,2021-04-04T08:13:49Z,0,0
samdani gamer,Mara pase crase bane ha,2021-04-04T08:13:45Z,0,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:13:43Z,0,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:13:37Z,0,0
Zoya khan,Nice bro 🤘,2021-04-04T08:13:35Z,2,0
Hunkboy Malik,Ajay bhai skyler 🎁,2021-04-04T08:13:34Z,0,0
Music king,plese bhai,2021-04-04T08:13:33Z,0,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:13:32Z,0,0
Raju Chavan,op,2021-04-04T08:13:31Z,0,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:13:27Z,0,0
JD Gamer,Hahah,2021-04-04T08:13:26Z,1,0
Raghunath Bonder,Ajju Bhai aap ID number,2021-04-04T08:13:26Z,0,0
S k p Pandey,I love ajjubhai94,2021-04-04T08:13:20Z,0,0
Chadan Sunar,Priya,2021-04-04T08:13:19Z,1,0
1Ķ ŚÚβŚČŔĨβĔŔŚ ŴĨŤĤŐÚŤ ĂŃŶ VĨĎĔŐ ČĤĂĹĹĔŃĞĔ,I think that 99.9 ℅ viewer&#39;s are students😅,2021-04-04T08:13:18Z,1,0
Khaniya singh Singh,Hi Ajju bhai,2021-04-04T08:13:17Z,0,0
Music king,tume tumhare total gaming chanel ki kasam,2021-04-04T08:13:16Z,0,0
TOTAL GAMING FAN,Please,2021-04-04T08:13:16Z,0,0
TRIPAL-R GAMING,Streem pr ek bar mera ne lelo,2021-04-04T08:13:15Z,0,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:13:14Z,0,0
TOTAL GAMING FAN,Please,2021-04-04T08:13:11Z,0,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:13:09Z,0,0
Rina Pradhan,Sabko diamond dete ho mere ko nahin,2021-04-04T08:13:07Z,0,0
Arjun Gaming,Ajju bhai opopopop,2021-04-04T08:13:07Z,1,0
Khaniya singh Singh,Hi,2021-04-04T08:13:06Z,0,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:13:05Z,0,0
1Ķ ŚÚβŚČŔĨβĔŔŚ ŴĨŤĤŐÚŤ ĂŃŶ VĨĎĔŐ ČĤĂĹĹĔŃĞĔ,I think that 99.9 ℅ viewer&#39;s are students🙄,2021-04-04T08:13:03Z,1,0
Rai Star,"Just imagine how many army&#39;s coming in second,minutes and hours❤",2021-04-04T08:13:00Z,18,5
Mandeep singh,ajju bhai gaaane hi sunte rehna bhai,2021-04-04T08:12:53Z,0,0
TRIPAL-R GAMING,Bro streem pr ek bar mera name lijia,2021-04-04T08:12:52Z,0,0
Harsh rawal,Ha,2021-04-04T08:12:52Z,0,0
JD Gamer,😃😃,2021-04-04T08:12:51Z,1,0
Rai Star,"Just imagine how many army&#39;s coming in second,minutes and hours💋💋💋🤣🤣",2021-04-04T08:12:50Z,33,6
Hunkboy Malik,Skylar gift,2021-04-04T08:12:46Z,0,0
GAUTAM RAJWAR,YouTubers : Life Change🤩<br /><br /><br />Tiktokers : Gender Change😂😂,2021-04-04T08:12:46Z,18,2
Sanjamma Reang,22.5 M subcriber ho ga ya ha face reveal kap kara ga,2021-04-04T08:12:44Z,0,0
Rai Star,"Just imagine how many army&#39;s coming in second,minutes and hours",2021-04-04T08:12:42Z,31,3
aisha kausar,Give me C R 7,2021-04-04T08:12:40Z,0,0
Kalawati pateer,Ajjubhai opopopo,2021-04-04T08:12:40Z,0,0
Rai Star,"Just imagine how many army&#39;s coming in second,minutes and hours",2021-04-04T08:12:37Z,26,3
Rai Star,"Just imagine how many army&#39;s coming in second,minutes and hours",2021-04-04T08:12:31Z,19,4
TRIPAL-R GAMING,Bro dekh rha hai,2021-04-04T08:12:29Z,0,0
Rai Star,"Just imagine how many army&#39;s coming in second,minutes and hours💋💋💋💋",2021-04-04T08:12:27Z,8,2
Tina Prajapat,Bhai Meri id me top up KR do,2021-04-04T08:12:25Z,0,0
Rai Star,"Just imagine how many army&#39;s coming in second,minutes and hours💋💋💋💋",2021-04-04T08:12:21Z,96,9
Kishor Bawane,Op ajjubhai,2021-04-04T08:12:11Z,0,0
TRIPAL-R GAMING,Opopopopopopopopopopopopop,2021-04-04T08:12:06Z,0,0
Sweety FF,"Ya ,, i can feel something went rong on yuotube in some day,s 💯",2021-04-04T08:12:00Z,1,2
Adi Yogi Bhairav Tantro,Op,2021-04-04T08:11:56Z,0,0
Kishor Bawane,Op,2021-04-04T08:11:54Z,0,0
TRIPAL-R GAMING,Opopopopopop,2021-04-04T08:11:51Z,0,0
JD Gamer,No leg,2021-04-04T08:11:50Z,1,0
Kishor Bawane,Op,2021-04-04T08:11:50Z,0,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:11:48Z,0,0
Kishor Bawane,Op,2021-04-04T08:11:45Z,0,0
TRIPAL-R GAMING,Op,2021-04-04T08:11:44Z,0,0
DANGER GAMING,You are my inspiration 👍😘,2021-04-04T08:11:40Z,1,0
TRIPAL-R GAMING,Ajju bhai op,2021-04-04T08:11:40Z,1,0
Kishor Bawane,Op,2021-04-04T08:11:39Z,0,0
Sanyam Chugh,Op op,2021-04-04T08:11:37Z,0,0
Nikhil Yadav Nikhil Yadav,Op,2021-04-04T08:11:24Z,0,0
neeta goswami,Happy birthday,2021-04-04T08:11:23Z,0,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:11:19Z,0,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:11:13Z,0,0
Gopal Maji,Sar castom lagay,2021-04-04T08:11:11Z,1,0
JD Gamer,Op,2021-04-04T08:11:11Z,1,0
imran gaming,Op,2021-04-04T08:11:09Z,0,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:11:09Z,0,0
Rina Pradhan,Big fan,2021-04-04T08:11:08Z,1,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:11:04Z,0,0
imran gaming,Op,2021-04-04T08:11:03Z,0,0
Zoya khan,Ajjubhai ♥️♥️👌,2021-04-04T08:11:02Z,1,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:10:59Z,0,0
Gangotri,Ajju bhai I am big fan you,2021-04-04T08:10:58Z,0,0
Gamer H,Ajju Bhai op op op op,2021-04-04T08:10:58Z,1,0
tejas dongare,Csk power,2021-04-04T08:10:57Z,0,0
Rina Pradhan,Please Ajju bhai,2021-04-04T08:10:52Z,1,0
S k p Pandey,Ajjubhai94 mai aap ka bhut bada fan,2021-04-04T08:10:51Z,0,0
JD Gamer,Op,2021-04-04T08:10:48Z,1,0
imran gaming,Now correct ajjubhai,2021-04-04T08:10:46Z,1,0
shweta singour,Op ajjubhai,2021-04-04T08:10:44Z,0,0
JD Gamer,Op,2021-04-04T08:10:43Z,1,0
Kamal Kumar dhruw,RCB mai bhi ajju bhai,2021-04-04T08:10:39Z,0,0
JD Gamer,Op,2021-04-04T08:10:36Z,1,0
Music king,bhai Jadugar201,2021-04-04T08:10:34Z,0,0
Jivesh Pujhar,Ajiu Bhai Op op,2021-04-04T08:10:32Z,1,0
Rock King,Ajju bhai abhi 22 million pe hai bahut jald ajju bhai ko 30 million pe leke jaayenge love you total Army 🤗,2021-04-04T08:10:26Z,39,4
Ratilal Saroj,Bhai kine din se request bhej raha hu 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳india ka ho to do na diamond do na,2021-04-04T08:10:24Z,0,0
Sachchida nand Bind,Op,2021-04-04T08:10:22Z,0,0
JD Gamer,Sahi hai,2021-04-04T08:10:18Z,1,0
Rina Pradhan,M1014 Titan dice Nikal ke do,2021-04-04T08:10:18Z,0,0
Skyfrost Gaming,Skyfrost gaming,2021-04-04T08:10:10Z,0,0
Shadow warrior Gaming,Hello,2021-04-04T08:10:08Z,0,0
Hemlata Sharma,Op,2021-04-04T08:10:03Z,0,0
Muin Nizami,Op,2021-04-04T08:09:59Z,0,0
AAYUSH STAR,Ajjubhai zeher,2021-04-04T08:09:58Z,1,0
khan gaming,Hii,2021-04-04T08:09:55Z,0,0
Hemlata Sharma,Op,2021-04-04T08:09:53Z,0,0
Ajay Rk,Ye Bhai face revel kab karoge tum,2021-04-04T08:09:53Z,1,0
Manish Yadav,अजवा मैं आपका बहुत बड़ा फैन हूं प्लीज भाई मेरा आईडी में प्रभु मार दीजिए प्लीज,2021-04-04T08:09:51Z,6,0
Sana Khan,Ajju Bhai 😍😍😍😍😍😍,2021-04-04T08:09:51Z,0,0
Raj Kamal,Op,2021-04-04T08:09:46Z,0,0
GAUTAM RAJWAR,<b>Total Gaming Fans Attendance</b><br />👇<br />👇,2021-04-04T08:09:46Z,1,0
_MR. _GAMING_,Give me 💎,2021-04-04T08:09:45Z,0,0
Ranjeet Rajpoot,"R,r,s,liff",2021-04-04T08:09:40Z,1,0
Super fire,Hi,2021-04-04T08:09:36Z,0,0
Priyanshu Sharma,ab sahi h,2021-04-04T08:09:34Z,1,0
Mr AAT,Thank you for 23<br />100 karwado please<br />Love you all ❤❤❤,2021-04-04T08:09:33Z,2,0
SUDHIR KUMAR,Love you ajjubhai ❤️❤️❤️❤️,2021-04-04T08:09:31Z,1,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:09:29Z,0,0
Mr AAT,Thank you for 23<br />100 karwado please<br />Love you all ❤❤❤,2021-04-04T08:09:29Z,0,0
Manish Yadav,भाई मैं आपका आईडी चेक करूंगा प्लीज भाई आप का आईडी में लूंगा प्लीज,2021-04-04T08:09:24Z,1,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:09:24Z,0,0
꧁ Anshika _ Gaming꧂,Ajjubhai ab to aapne jiske channel pe raid kiya ( Toxic mavi) usne bhi kaha ki revel ur face as soon as possible......🤞🏻🤞🏻,2021-04-04T08:09:24Z,16,2
parbat chhetri,Hello ma parbat,2021-04-04T08:09:22Z,1,0
Mr AAT,Thank you for 23<br />100 karwado please<br />Love you all ❤❤❤,2021-04-04T08:09:22Z,9,0
Hard pro playing ff,Ajju bhai op,2021-04-04T08:09:20Z,1,0
Sanjamma Reang,Tu na bola tha ki face reveal kara ga,2021-04-04T08:09:19Z,0,0
neeta goswami,Op,2021-04-04T08:09:19Z,0,0
Subhash Gorpekar,LoL RCB,2021-04-04T08:09:19Z,0,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:09:19Z,0,0
Mr AAT,Thank you for 23<br />100 karwado please<br />Love you all ❤❤❤,2021-04-04T08:09:18Z,7,1
rehana akter rina,Ajjubai waha par jonty bha hai,2021-04-04T08:09:16Z,0,0
Aditya Utpal,op,2021-04-04T08:09:15Z,1,0
Mr AAT,Thank you for 23<br />100 karwado please<br />Love you all ❤❤❤,2021-04-04T08:09:14Z,3,0
Poonam Devi,ajjubhai mere requast acapt kaya,2021-04-04T08:09:12Z,0,0
_MR. _GAMING_,Give me 💎,2021-04-04T08:09:11Z,1,0
Ranjith Kumar,Ajjubhai op,2021-04-04T08:09:10Z,0,0
SNEHA VERMA,Ajju bhai mera top of kr wa do,2021-04-04T08:09:09Z,0,0
